trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2549,False,"{'a': 0.3, 'e': 0.07813830745782525}",20,10,16.1479257996216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2550,False,"{'a': 0.3, 'e': 0.07806016915036743}",25,16,17.593800449454058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2551,False,"{'a': 0.3, 'e': 0.07798210898121706}",35,13,29.92839636256145,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2552,False,"{'a': 0.3, 'e': 0.07790412687223584}",20,6,-14.439735218183083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2553,False,"{'a': 0.3, 'e': 0.0778262227453636}",25,8,23.895189532110166,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.3, 'e': 0.07774839652261824}",20,8,22.07626067014543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2555,False,"{'a': 0.3, 'e': 0.07767064812609561}",30,16,30.3990594548698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2556,False,"{'a': 0.3, 'e': 0.07759297747796952}",20,14,10.5638006469919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2557,False,"{'a': 0.3, 'e': 0.07751538450049156}",20,8,21.082481899022255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.3, 'e': 0.07743786911599107}",20,6,11.778872808361047,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2559,False,"{'a': 0.3, 'e': 0.07736043124687507}",25,14,18.922503807457208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.3, 'e': 0.0772830708156282}",20,13,11.211151694348008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2561,False,"{'a': 0.3, 'e': 0.07720578774481257}",20,0,30.15907143763144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2562,False,"{'a': 0.3, 'e': 0.07712858195706776}",25,14,8.129694290120119,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2563,False,"{'a': 0.3, 'e': 0.07705145337511068}",20,11,1.9482312509974984,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2564,False,"{'a': 0.3, 'e': 0.07697440192173557}",20,9,12.758131751923866,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2565,False,"{'a': 0.3, 'e': 0.07689742751981385}",20,6,26.875494464752187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2566,False,"{'a': 0.3, 'e': 0.07682053009229403}",20,12,16.764887691735495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2567,False,"{'a': 0.3, 'e': 0.07674370956220174}",20,6,26.54551848603782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2568,False,"{'a': 0.3, 'e': 0.07666696585263953}",30,21,19.34007403572023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2569,False,"{'a': 0.3, 'e': 0.0765902988867869}",25,19,-11.681772334157941,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
2570,False,"{'a': 0.3, 'e': 0.0765137085879001}",20,11,20.45071943635095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2571,False,"{'a': 0.3, 'e': 0.0764371948793122}",20,7,18.879206230140728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2572,False,"{'a': 0.3, 'e': 0.0763607576844329}",20,10,6.951328814694334,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2573,False,"{'a': 0.3, 'e': 0.07628439692674846}",20,7,25.148288430072917,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2574,False,"{'a': 0.3, 'e': 0.07620811252982171}",30,23,14.014477078074398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2575,False,"{'a': 0.3, 'e': 0.0761319044172919}",20,5,16.5972234941411,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2576,False,"{'a': 0.3, 'e': 0.0760557725128746}",20,12,2.880126346858691,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2577,False,"{'a': 0.3, 'e': 0.07597971674036172}",25,11,26.860436594934463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2578,False,"{'a': 0.3, 'e': 0.07590373702362137}",25,11,24.634050085354538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2579,False,"{'a': 0.3, 'e': 0.07582783328659774}",20,1,20.547214111926028,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2580,False,"{'a': 0.3, 'e': 0.07575200545331114}",20,16,7.885602210795337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2581,False,"{'a': 0.3, 'e': 0.07567625344785783}",25,8,18.512678578723346,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2582,False,"{'a': 0.3, 'e': 0.07560057719440998}",25,11,28.504016505189885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2583,False,"{'a': 0.3, 'e': 0.07552497661721556}",20,16,6.326992297043386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.3, 'e': 0.07544945164059835}",25,17,15.010743172290965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2585,False,"{'a': 0.3, 'e': 0.07537400218895775}",20,10,-6.496048282691491,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2586,False,"{'a': 0.3, 'e': 0.07529862818676879}",35,21,24.215770602919207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2587,False,"{'a': 0.3, 'e': 0.07522332955858202}",25,16,16.60939909547954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2588,False,"{'a': 0.3, 'e': 0.07514810622902345}",20,6,24.854006340043707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.3, 'e': 0.07507295812279442}",20,14,10.253160078581523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2590,False,"{'a': 0.3, 'e': 0.07499788516467162}",30,16,29.779999589834436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.3, 'e': 0.07492288727950695}",25,16,17.057633529154224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2592,False,"{'a': 0.3, 'e': 0.07484796439222745}",30,18,18.604986710141763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2593,False,"{'a': 0.3, 'e': 0.07477311642783521}",25,13,9.140412344115976,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2594,False,"{'a': 0.3, 'e': 0.07469834331140739}",25,7,32.955048355168664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2595,False,"{'a': 0.3, 'e': 0.07462364496809597}",20,15,8.687133923245407,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.3, 'e': 0.07454902132312788}",25,18,13.006700109803775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2597,False,"{'a': 0.3, 'e': 0.07447447230180475}",30,21,16.932674273021107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.3, 'e': 0.07439999782950295}",30,15,27.964958228949342,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2599,False,"{'a': 0.3, 'e': 0.07432559783167345}",25,18,11.744502377654792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.3, 'e': 0.07425127223384177}",20,14,11.371626648901465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2601,False,"{'a': 0.3, 'e': 0.07417702096160793}",20,10,20.149366513128506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.3, 'e': 0.07410284394064631}",20,6,25.191422784647678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2603,False,"{'a': 0.3, 'e': 0.07402874109670567}",20,5,21.309927636271837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.3, 'e': 0.07395471235560896}",25,0,34.22009867120933,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2605,False,"{'a': 0.3, 'e': 0.07388075764325336}",25,17,13.986130456741646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.3, 'e': 0.0738068768856101}",30,18,23.152303896009503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.3, 'e': 0.07373307000872449}",20,4,31.737204920730203,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.3, 'e': 0.07365933693871576}",25,13,12.785663234850693,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2609,False,"{'a': 0.3, 'e': 0.07358567760177705}",20,16,7.159790751829727,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.3, 'e': 0.07351209192417528}",25,14,-28.60087489422272,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
2611,False,"{'a': 0.3, 'e': 0.0734385798322511}",20,3,22.970979685705025,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.3, 'e': 0.07336514125241884}",20,12,2.876931314486062,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2613,False,"{'a': 0.3, 'e': 0.07329177611116643}",25,13,23.890346131765256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.3, 'e': 0.07321848433505526}",30,21,17.39456742769691,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.3, 'e': 0.0731452658507202}",25,13,21.92625186640438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.3, 'e': 0.07307212058486949}",25,7,22.97342064913009,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.3, 'e': 0.07299904846428462}",30,18,23.970899563985988,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.3, 'e': 0.07292604941582033}",20,16,9.06183899869925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.3, 'e': 0.07285312336640451}",20,5,17.345558467129656,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2620,False,"{'a': 0.3, 'e': 0.07278027024303811}",35,16,24.83986113242286,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2621,False,"{'a': 0.3, 'e': 0.07270748997279507}",20,15,2.920607681746751,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.3, 'e': 0.07263478248282228}",25,17,13.450164978106335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.3, 'e': 0.07256214770033946}",25,12,23.647459466753567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.3, 'e': 0.07248958555263911}",20,8,19.85312233315931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.3, 'e': 0.07241709596708648}",20,13,13.986094839766649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.3, 'e': 0.0723446788711194}",20,8,13.733310320745021,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.3, 'e': 0.07227233419224827}",30,20,17.12207890595075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.3, 'e': 0.07220006185805602}",20,8,21.980497658596565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.3, 'e': 0.07212786179619797}",20,8,20.88367696203848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.3, 'e': 0.07205573393440176}",20,12,14.240039866656545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.3, 'e': 0.07198367820046736}",25,15,10.969686756410143,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.3, 'e': 0.0719116945222669}",25,9,26.78273533959584,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.3, 'e': 0.07183978282774463}",20,12,16.415450013334638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.3, 'e': 0.07176794304491689}",20,6,14.136022854431328,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2635,False,"{'a': 0.3, 'e': 0.07169617510187197}",20,14,10.664681822094353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.3, 'e': 0.0716244789267701}",25,18,13.796329085899535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.3, 'e': 0.07155285444784333}",20,0,33.48396452876556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2638,False,"{'a': 0.3, 'e': 0.07148130159339548}",20,16,8.490883242964056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.3, 'e': 0.07140982029180208}",25,15,18.688684006685037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.3, 'e': 0.07133841047151028}",30,21,15.428938537089222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.3, 'e': 0.07126707206103877}",30,18,24.499147569021368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.3, 'e': 0.07119580498897773}",20,12,15.76542889018172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.3, 'e': 0.07112460918398876}",25,8,30.251305978464714,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.3, 'e': 0.07105348457480477}",25,7,16.340410186340257,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2645,False,"{'a': 0.3, 'e': 0.07098243109022996}",30,8,36.392984087429774,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.3, 'e': 0.07091144865913973}",20,13,14.916127538107153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.3, 'e': 0.0708405372104806}",20,11,11.216740654584259,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.3, 'e': 0.07076969667327011}",20,16,8.82632967393016,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.3, 'e': 0.07069892697659684}",25,14,23.09576826035364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.3, 'e': 0.07062822804962025}",20,11,3.6679756733274744,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2651,False,"{'a': 0.3, 'e': 0.07055759982157063}",25,13,11.850447409215988,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2652,False,"{'a': 0.3, 'e': 0.07048704222174906}",25,15,18.981570326227793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.3, 'e': 0.0704165551795273}",30,8,36.036535978257795,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.3, 'e': 0.07034613862434778}",20,9,8.124725921775344,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2655,False,"{'a': 0.3, 'e': 0.07027579248572344}",20,14,9.686979594488406,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.3, 'e': 0.07020551669323771}",30,22,16.813861408943676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.3, 'e': 0.07013531117654447}",25,20,11.307547281665567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.3, 'e': 0.07006517586536792}",35,15,40.639167374254534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.3, 'e': 0.06999511068950255}",30,13,30.55855298335087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.3, 'e': 0.06992511557881305}",25,9,28.59525758741955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.3, 'e': 0.06985519046323424}",25,7,32.06261090084815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.3, 'e': 0.069785335272771}",20,6,12.632825540062976,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2663,False,"{'a': 0.3, 'e': 0.06971554993749823}",30,21,16.25324711630097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.3, 'e': 0.06964583438756074}",25,19,11.617086292605444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.3, 'e': 0.06957618855317318}",30,13,31.418113946712793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.3, 'e': 0.06950661236462001}",20,11,3.3073223284872184,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2667,False,"{'a': 0.3, 'e': 0.06943710575225538}",20,16,7.724979198748684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.3, 'e': 0.06936766864650314}",20,10,17.383216467424063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.3, 'e': 0.06929830097785662}",30,16,28.22077015871703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.3, 'e': 0.06922900267687877}",20,9,0.17835969722891676,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
2671,False,"{'a': 0.3, 'e': 0.0691597736742019}",35,17,29.790625579300496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.3, 'e': 0.06909061390052769}",20,3,33.395727028358074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.3, 'e': 0.06902152328662717}",20,4,29.62213023578954,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.3, 'e': 0.06895250176334053}",20,10,8.955613909288273,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.3, 'e': 0.06888354926157719}",25,13,11.411895615747591,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2676,False,"{'a': 0.3, 'e': 0.06881466571231562}",20,0,18.519100845447596,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.3, 'e': 0.0687458510466033}",20,11,16.01871235846902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2678,False,"{'a': 0.3, 'e': 0.0686771051955567}",25,0,32.97656189867741,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 0.3, 'e': 0.06860842809036113}",30,15,25.918268363126735,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.3, 'e': 0.06853981966227078}",25,18,11.916464015290963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.3, 'e': 0.0684712798426085}",25,17,8.978505851796282,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.3, 'e': 0.0684028085627659}",20,8,6.632315488722185,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2683,False,"{'a': 0.3, 'e': 0.06833440575420313}",20,5,28.079131928268705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.3, 'e': 0.06826607134844893}",25,8,-8.15565338130782,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2685,False,"{'a': 0.3, 'e': 0.06819780527710048}",20,12,15.637051024225025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.3, 'e': 0.06812960747182338}",20,7,22.553067191772513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.3, 'e': 0.06806147786435156}",20,16,7.042531500611249,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.3, 'e': 0.0679934163864872}",30,13,31.73712416404711,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.3, 'e': 0.06792542297010072}",25,19,10.78034995585966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2690,False,"{'a': 0.3, 'e': 0.06785749754713062}",20,16,7.056937738283024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.3, 'e': 0.06778964004958349}",25,17,14.421069893876673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.3, 'e': 0.0677218504095339}",35,24,6.611018313256092,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2693,False,"{'a': 0.3, 'e': 0.06765412855912437}",25,11,24.63216203760609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2694,False,"{'a': 0.3, 'e': 0.06758647443056524}",25,7,6.413967275318269,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
2695,False,"{'a': 0.3, 'e': 0.06751888795613468}",20,11,15.219649775877306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2696,False,"{'a': 0.3, 'e': 0.06745136906817854}",30,15,25.076924900845576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.3, 'e': 0.06738391769911037}",30,11,29.190719902841558,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.3, 'e': 0.06731653378141125}",20,12,0.9053217005569727,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2699,False,"{'a': 0.3, 'e': 0.06724921724762985}",30,18,10.907387169973198,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2700,False,"{'a': 0.3, 'e': 0.06718196803038222}",20,10,18.737606559194727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.3, 'e': 0.06711478606235183}",35,21,26.96981422489981,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.3, 'e': 0.06704767127628948}",30,13,33.54036623622473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.3, 'e': 0.0669806236050132}",20,15,8.806301920018612,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.3, 'e': 0.06691364298140817}",20,16,7.64471244745004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2705,False,"{'a': 0.3, 'e': 0.06684672933842677}",35,13,30.59139660281582,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2706,False,"{'a': 0.3, 'e': 0.06677988260908835}",20,2,36.820309451953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.3, 'e': 0.06671310272647925}",25,5,34.60051871310022,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.3, 'e': 0.06664638962375277}",30,23,14.032763618561688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.3, 'e': 0.06657974323412902}",20,12,17.353260688954546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.3, 'e': 0.0665131634908949}",20,10,21.197251005618913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.3, 'e': 0.066446650327404}",20,13,12.857341253842256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.3, 'e': 0.06638020367707659}",25,17,16.233672017060194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2713,False,"{'a': 0.3, 'e': 0.06631382347339952}",20,8,6.219131036659161,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2714,False,"{'a': 0.3, 'e': 0.06624750964992612}",30,17,25.05045898366977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.3, 'e': 0.0661812621402762}",20,10,10.025692001626235,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.3, 'e': 0.06611508087813592}",25,15,18.933682775114892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 0.3, 'e': 0.06604896579725777}",25,11,-27.461038193042995,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
2718,False,"{'a': 0.3, 'e': 0.06598291683146053}",20,10,21.312605902336607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.3, 'e': 0.06591693391462906}",20,10,17.997857474039925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2720,False,"{'a': 0.3, 'e': 0.06585101698071444}",20,6,17.900863026012374,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2721,False,"{'a': 0.3, 'e': 0.06578516596373372}",25,17,10.799097563754556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.3, 'e': 0.06571938079776998}",20,8,21.16717242974038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.3, 'e': 0.06565366141697221}",25,20,10.659286219442095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.3, 'e': 0.06558800775555525}",25,18,13.83327532894138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.3, 'e': 0.06552241974779968}",20,8,19.71885175832143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.3, 'e': 0.06545689732805189}",20,14,9.112066229912557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.3, 'e': 0.06539144043072384}",20,13,15.214450671445936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.3, 'e': 0.06532604899029311}",20,7,17.89799584047497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.3, 'e': 0.06526072294130282}",30,5,44.68631878875467,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.3, 'e': 0.06519546221836152}",25,18,15.870739575519835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.3, 'e': 0.06513026675614315}",30,18,20.174148594068935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
