trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 1.0}",25,0,-86.18696421632167,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
2,False,"{'a': 0.3, 'e': 0.999}",25,0,-108.74928159230075,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.3, 'e': 0.998001}",20,0,-111.9831500598864,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
4,False,"{'a': 0.3, 'e': 0.997002999}",25,0,-188.99479495156123,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
5,False,"{'a': 0.3, 'e': 0.996005996001}",20,0,-127.1748390621599,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
6,False,"{'a': 0.3, 'e': 0.995009990004999}",20,0,-148.74326215449955,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
7,False,"{'a': 0.3, 'e': 0.994014980014994}",20,0,-87.82260088182458,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
8,False,"{'a': 0.3, 'e': 0.993020965034979}",30,0,-92.8511930800372,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
9,False,"{'a': 0.3, 'e': 0.992027944069944}",20,0,-84.19653813087882,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.3, 'e': 0.991035916125874}",35,0,-243.36769093299523,"{0: 19, 1: 3, 2: 9, 3: 0, 4: 4}",0
11,False,"{'a': 0.3, 'e': 0.9900448802097482}",25,0,-120.31743089232873,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
12,False,"{'a': 0.3, 'e': 0.9890548353295384}",25,0,-94.54483003603252,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
13,False,"{'a': 0.3, 'e': 0.9880657804942089}",25,0,-175.5447198687284,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
14,False,"{'a': 0.3, 'e': 0.9870777147137147}",25,0,-35.19564569879992,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
15,False,"{'a': 0.3, 'e': 0.986090636999001}",30,0,-141.85895660583375,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
16,False,"{'a': 0.3, 'e': 0.985104546362002}",20,0,-95.37799650483058,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
17,False,"{'a': 0.3, 'e': 0.9841194418156399}",25,0,-96.33574140111463,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
18,False,"{'a': 0.3, 'e': 0.9831353223738244}",20,0,-159.79715614266334,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
19,False,"{'a': 0.3, 'e': 0.9821521870514505}",20,0,-193.59482951946623,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
20,False,"{'a': 0.3, 'e': 0.981170034864399}",20,0,-71.69358502110131,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.3, 'e': 0.9801888648295347}",25,0,-114.26504137868852,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.3, 'e': 0.9792086759647052}",20,0,-61.450844024504796,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
23,False,"{'a': 0.3, 'e': 0.9782294672887404}",25,0,-232.73949670143332,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
24,False,"{'a': 0.3, 'e': 0.9772512378214517}",20,0,-110.24772929587363,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
25,False,"{'a': 0.3, 'e': 0.9762739865836302}",20,0,-91.97314315397566,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
26,False,"{'a': 0.3, 'e': 0.9752977125970466}",30,0,-164.42496268256605,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
27,False,"{'a': 0.3, 'e': 0.9743224148844496}",25,0,-104.2306158481827,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
28,False,"{'a': 0.3, 'e': 0.9733480924695651}",30,0,-158.90320031096468,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
29,False,"{'a': 0.3, 'e': 0.9723747443770956}",25,0,-110.75824405369755,"{0: 11, 1: 5, 2: 8, 3: 1, 4: 0}",0
30,False,"{'a': 0.3, 'e': 0.9714023696327184}",20,0,-82.21587293937327,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
31,False,"{'a': 0.3, 'e': 0.9704309672630858}",20,0,-73.34188928098298,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.3, 'e': 0.9694605362958226}",25,0,-180.9053371481595,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
33,False,"{'a': 0.3, 'e': 0.9684910757595268}",20,0,-76.76431375688382,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.3, 'e': 0.9675225846837673}",25,0,-80.36113709693113,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
35,False,"{'a': 0.3, 'e': 0.9665550620990835}",25,0,-36.205162606153145,"{0: 16, 1: 7, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.3, 'e': 0.9655885070369844}",20,0,-125.63061625491073,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
37,False,"{'a': 0.3, 'e': 0.9646229185299474}",25,0,-98.81875730491917,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
38,False,"{'a': 0.3, 'e': 0.9636582956114175}",25,0,-82.92658251036093,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
39,False,"{'a': 0.3, 'e': 0.9626946373158061}",20,0,-108.10644005469743,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
40,False,"{'a': 0.3, 'e': 0.9617319426784903}",30,0,-95.02736203889759,"{0: 18, 1: 5, 2: 5, 3: 2, 4: 0}",0
41,False,"{'a': 0.3, 'e': 0.9607702107358118}",20,16,9.63185378895566,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.3, 'e': 0.959809440525076}",20,0,4.80223204126831,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
43,False,"{'a': 0.3, 'e': 0.9588496310845509}",25,11,-29.251729186670328,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
44,False,"{'a': 0.3, 'e': 0.9578907814534663}",30,0,-197.20767803666885,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
45,False,"{'a': 0.3, 'e': 0.9569328906720129}",20,0,-25.728327068400997,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
46,False,"{'a': 0.3, 'e': 0.9559759577813408}",20,0,-58.336631340010165,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.3, 'e': 0.9550199818235595}",30,0,-163.89398039623413,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
48,False,"{'a': 0.3, 'e': 0.954064961841736}",30,0,-225.23269248140141,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
49,False,"{'a': 0.3, 'e': 0.9531108968798943}",25,0,-63.54281886228071,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
50,False,"{'a': 0.3, 'e': 0.9521577859830144}",20,0,-115.88386364467716,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
51,False,"{'a': 0.3, 'e': 0.9512056281970314}",25,0,-184.271624479669,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
52,False,"{'a': 0.3, 'e': 0.9502544225688343}",30,0,-82.52484246243887,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
53,False,"{'a': 0.3, 'e': 0.9493041681462654}",20,0,-104.06476674123338,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
54,False,"{'a': 0.3, 'e': 0.9483548639781192}",30,0,-201.13435869112905,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
55,False,"{'a': 0.3, 'e': 0.947406509114141}",20,3,-42.73157242627088,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 0}",1
56,False,"{'a': 0.3, 'e': 0.9464591026050269}",20,0,-85.8518924070745,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
57,False,"{'a': 0.3, 'e': 0.9455126435024219}",25,0,-106.00768514238787,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
58,False,"{'a': 0.3, 'e': 0.9445671308589194}",30,0,-33.790198987769934,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
59,False,"{'a': 0.3, 'e': 0.9436225637280605}",30,0,-212.42274247766133,"{0: 16, 1: 6, 2: 4, 3: 0, 4: 4}",0
60,False,"{'a': 0.3, 'e': 0.9426789411643325}",30,0,-122.53563976451422,"{0: 16, 1: 6, 2: 7, 3: 0, 4: 1}",0
61,False,"{'a': 0.3, 'e': 0.9417362622231682}",25,0,-149.55745018264733,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
62,False,"{'a': 0.3, 'e': 0.9407945259609449}",20,3,-195.24390354744966,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 4}",1
63,False,"{'a': 0.3, 'e': 0.9398537314349841}",30,4,-89.34392729466165,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 1}",1
64,False,"{'a': 0.3, 'e': 0.9389138777035491}",25,0,-82.511587220966,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",1
65,False,"{'a': 0.3, 'e': 0.9379749638258454}",20,0,-109.07565541228473,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
66,False,"{'a': 0.3, 'e': 0.9370369888620197}",20,0,-117.35005146778745,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
67,False,"{'a': 0.3, 'e': 0.9360999518731576}",20,0,-118.72081789732374,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
68,False,"{'a': 0.3, 'e': 0.9351638519212845}",20,0,-59.91746000797219,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
69,False,"{'a': 0.3, 'e': 0.9342286880693632}",20,0,-96.00569015381738,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
70,False,"{'a': 0.3, 'e': 0.9332944593812939}",25,0,-167.1135220285329,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
71,False,"{'a': 0.3, 'e': 0.9323611649219126}",25,0,-202.57167876246135,"{0: 8, 1: 5, 2: 9, 3: 1, 4: 2}",0
72,False,"{'a': 0.3, 'e': 0.9314288037569907}",20,0,-47.66074529993889,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
73,False,"{'a': 0.3, 'e': 0.9304973749532336}",30,0,-182.7727642036302,"{0: 16, 1: 7, 2: 3, 3: 1, 4: 3}",0
74,False,"{'a': 0.3, 'e': 0.9295668775782804}",20,0,-44.607318726661724,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.3, 'e': 0.9286373107007021}",35,0,-156.94807688670468,"{0: 21, 1: 10, 2: 1, 3: 0, 4: 3}",0
76,False,"{'a': 0.3, 'e': 0.9277086733900014}",30,0,-69.92323764328827,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.3, 'e': 0.9267809647166114}",20,0,-35.158075601270596,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
78,False,"{'a': 0.3, 'e': 0.9258541837518948}",20,0,-151.12563721292412,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
79,False,"{'a': 0.3, 'e': 0.9249283295681429}",20,0,-107.9340946468453,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
80,False,"{'a': 0.3, 'e': 0.9240034012385747}",20,0,-65.48720166823246,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
81,False,"{'a': 0.3, 'e': 0.9230793978373362}",25,0,-142.97718324372684,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
82,False,"{'a': 0.3, 'e': 0.9221563184394989}",20,0,-32.89689816158969,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
83,False,"{'a': 0.3, 'e': 0.9212341621210594}",25,0,-21.223148399331254,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
84,False,"{'a': 0.3, 'e': 0.9203129279589383}",35,0,-218.77240153309728,"{0: 17, 1: 6, 2: 9, 3: 0, 4: 3}",0
85,False,"{'a': 0.3, 'e': 0.9193926150309794}",25,0,-117.59723799652322,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
86,False,"{'a': 0.3, 'e': 0.9184732224159483}",25,9,-45.29570608973285,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
87,False,"{'a': 0.3, 'e': 0.9175547491935324}",30,0,-152.9613885873155,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
88,False,"{'a': 0.3, 'e': 0.9166371944443389}",25,0,-159.56245254217842,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",1
89,False,"{'a': 0.3, 'e': 0.9157205572498945}",25,0,-177.0647762053657,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
90,False,"{'a': 0.3, 'e': 0.9148048366926447}",20,0,-89.51397411592563,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
91,False,"{'a': 0.3, 'e': 0.913890031855952}",25,13,-4.049805229511614,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.3, 'e': 0.912976141824096}",20,0,-62.49788584193754,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
93,False,"{'a': 0.3, 'e': 0.912063165682272}",25,0,-196.05617712984403,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
94,False,"{'a': 0.3, 'e': 0.9111511025165897}",25,0,-104.79229830767505,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
95,False,"{'a': 0.3, 'e': 0.9102399514140731}",30,0,-149.11134498833738,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
96,False,"{'a': 0.3, 'e': 0.9093297114626591}",25,0,-67.3966062035024,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
97,False,"{'a': 0.3, 'e': 0.9084203817511963}",20,0,-156.90239891995932,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
98,False,"{'a': 0.3, 'e': 0.9075119613694451}",20,0,-1.8999602572749463,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
99,False,"{'a': 0.3, 'e': 0.9066044494080757}",25,0,-233.07454836722312,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
100,False,"{'a': 0.3, 'e': 0.9056978449586677}",30,0,-267.6148026951332,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 6}",0
101,False,"{'a': 0.3, 'e': 0.9047921471137089}",30,0,-72.11923764752214,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
102,False,"{'a': 0.3, 'e': 0.9038873549665952}",20,0,-64.80886462445737,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.3, 'e': 0.9029834676116286}",20,11,-64.34288541294097,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 1}",1
104,False,"{'a': 0.3, 'e': 0.902080484144017}",20,0,-212.04049056110966,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 3}",0
105,False,"{'a': 0.3, 'e': 0.901178403659873}",30,0,-47.919319909352616,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
106,False,"{'a': 0.3, 'e': 0.9002772252562131}",30,0,-88.35834040583622,"{0: 17, 1: 6, 2: 6, 3: 1, 4: 0}",0
107,False,"{'a': 0.3, 'e': 0.8993769480309569}",25,9,-4.942882590407161,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.3, 'e': 0.8984775710829259}",20,0,-45.178775321850516,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
109,False,"{'a': 0.3, 'e': 0.8975790935118431}",20,9,7.516377222379289,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.3, 'e': 0.8966815144183312}",25,0,-77.87515004658772,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
111,False,"{'a': 0.3, 'e': 0.8957848329039129}",25,0,-144.6417785266609,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
112,False,"{'a': 0.3, 'e': 0.894889048071009}",25,0,-191.42080485081985,"{0: 13, 1: 6, 2: 1, 3: 2, 4: 3}",0
113,False,"{'a': 0.3, 'e': 0.8939941590229379}",20,0,-142.74145707841024,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
114,False,"{'a': 0.3, 'e': 0.893100164863915}",20,0,-62.242988277396506,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
115,False,"{'a': 0.3, 'e': 0.8922070646990511}",20,6,0.15986278578093094,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.891314857634352}",25,0,-74.1027556862444,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
117,False,"{'a': 0.3, 'e': 0.8904235427767176}",20,0,-105.99474519341089,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
118,False,"{'a': 0.3, 'e': 0.889533119233941}",20,0,-111.88219565230457,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
119,False,"{'a': 0.3, 'e': 0.8886435861147071}",25,0,-103.83696867546574,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
120,False,"{'a': 0.3, 'e': 0.8877549425285923}",35,0,-178.2473754108014,"{0: 19, 1: 5, 2: 9, 3: 0, 4: 2}",0
121,False,"{'a': 0.3, 'e': 0.8868671875860638}",25,0,-150.33934241639093,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
122,False,"{'a': 0.3, 'e': 0.8859803203984776}",20,3,-5.496690886282642,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.3, 'e': 0.8850943400780792}",20,0,-108.22996778245951,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
124,False,"{'a': 0.3, 'e': 0.8842092457380011}",30,0,-98.17006631961638,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
125,False,"{'a': 0.3, 'e': 0.8833250364922631}",25,0,-136.46713128385437,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
126,False,"{'a': 0.3, 'e': 0.8824417114557709}",25,0,-154.62642500305355,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
127,False,"{'a': 0.3, 'e': 0.8815592697443151}",20,0,-72.00115231580905,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
128,False,"{'a': 0.3, 'e': 0.8806777104745708}",30,0,-77.96665363538023,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.3, 'e': 0.8797970327640962}",25,0,-95.24468995867608,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
130,False,"{'a': 0.3, 'e': 0.8789172357313321}",25,0,-93.13151806331369,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
131,False,"{'a': 0.3, 'e': 0.8780383184956008}",20,0,-112.19500038073285,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
132,False,"{'a': 0.3, 'e': 0.8771602801771051}",20,0,-68.76132688114107,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
133,False,"{'a': 0.3, 'e': 0.8762831198969281}",20,0,-111.4279254561493,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",1
134,False,"{'a': 0.3, 'e': 0.8754068367770311}",20,0,-39.523050671744514,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.3, 'e': 0.8745314299402541}",25,0,-204.4528752973855,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
136,False,"{'a': 0.3, 'e': 0.8736568985103138}",30,15,-15.429141885781329,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
137,False,"{'a': 0.3, 'e': 0.8727832416118035}",30,0,-54.98571715181597,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
138,False,"{'a': 0.3, 'e': 0.8719104583701917}",30,13,-90.5342693894905,"{0: 10, 1: 4, 2: 1, 3: 0, 4: 2}",1
139,False,"{'a': 0.3, 'e': 0.8710385479118216}",20,4,-77.52564419375004,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 2}",1
140,False,"{'a': 0.3, 'e': 0.8701675093639096}",25,0,-73.59931968096627,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
141,False,"{'a': 0.3, 'e': 0.8692973418545458}",20,0,-117.08533436459004,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
142,False,"{'a': 0.3, 'e': 0.8684280445126912}",30,6,-124.62274018223748,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 2}",1
143,False,"{'a': 0.3, 'e': 0.8675596164681786}",25,0,-74.87425914286845,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.3, 'e': 0.8666920568517104}",25,0,-74.25346567968626,"{0: 14, 1: 7, 2: 2, 3: 2, 4: 0}",0
145,False,"{'a': 0.3, 'e': 0.8658253647948586}",20,0,-29.960609745423252,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
146,False,"{'a': 0.3, 'e': 0.8649595394300638}",25,0,-85.97644303792714,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
147,False,"{'a': 0.3, 'e': 0.8640945798906338}",20,0,-102.73093179720179,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
148,False,"{'a': 0.3, 'e': 0.8632304853107431}",25,2,-18.743191351339327,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.3, 'e': 0.8623672548254323}",20,0,-43.83490538927558,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
150,False,"{'a': 0.3, 'e': 0.861504887570607}",30,0,-75.63974910268244,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
151,False,"{'a': 0.3, 'e': 0.8606433826830363}",20,0,-35.7216017936477,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
152,False,"{'a': 0.3, 'e': 0.8597827393003533}",25,0,-69.8655346581862,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
153,False,"{'a': 0.3, 'e': 0.8589229565610529}",20,0,-168.0833123497798,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
154,False,"{'a': 0.3, 'e': 0.8580640336044919}",20,2,-33.60717944603599,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 0}",1
155,False,"{'a': 0.3, 'e': 0.8572059695708873}",25,8,-43.57613658926924,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 0}",1
156,False,"{'a': 0.3, 'e': 0.8563487636013165}",30,0,-60.76328179924876,"{0: 22, 1: 5, 2: 2, 3: 0, 4: 1}",0
157,False,"{'a': 0.3, 'e': 0.8554924148377152}",30,0,-85.67370775198864,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
158,False,"{'a': 0.3, 'e': 0.8546369224228775}",25,12,-31.255490182373556,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 0}",1
159,False,"{'a': 0.3, 'e': 0.8537822855004545}",30,0,-95.96141332011274,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
160,False,"{'a': 0.3, 'e': 0.8529285032149541}",20,0,-116.6274044087621,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
161,False,"{'a': 0.3, 'e': 0.8520755747117391}",25,0,-29.92065657227171,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
162,False,"{'a': 0.3, 'e': 0.8512234991370274}",20,0,-86.4479068923163,"{0: 10, 1: 7, 2: 2, 3: 0, 4: 1}",0
163,False,"{'a': 0.3, 'e': 0.8503722756378904}",20,3,-30.48123165813531,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.8495219033622525}",30,0,-186.5861263537257,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
165,False,"{'a': 0.3, 'e': 0.8486723814588902}",25,0,-112.57249304766316,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
166,False,"{'a': 0.3, 'e': 0.8478237090774313}",20,0,-52.263487375092566,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
167,False,"{'a': 0.3, 'e': 0.8469758853683539}",20,0,-73.66269269397165,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
168,False,"{'a': 0.3, 'e': 0.8461289094829856}",25,4,-83.71656613138208,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 1}",1
169,False,"{'a': 0.3, 'e': 0.8452827805735026}",35,0,-34.575162976449654,"{0: 31, 1: 0, 2: 3, 3: 0, 4: 1}",0
170,False,"{'a': 0.3, 'e': 0.8444374977929291}",30,0,-99.31121687681704,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
171,False,"{'a': 0.3, 'e': 0.8435930602951361}",25,0,-64.56451717007661,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
172,False,"{'a': 0.3, 'e': 0.842749467234841}",25,0,-72.13769789340387,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
173,False,"{'a': 0.3, 'e': 0.8419067177676062}",25,0,-108.1009645656757,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
174,False,"{'a': 0.3, 'e': 0.8410648110498385}",30,0,-118.30946816298695,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
175,False,"{'a': 0.3, 'e': 0.8402237462387887}",20,2,-25.0783412985288,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
176,False,"{'a': 0.3, 'e': 0.8393835224925499}",20,0,-77.83998652895288,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
177,False,"{'a': 0.3, 'e': 0.8385441389700574}",25,0,-45.404982073344286,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.3, 'e': 0.8377055948310873}",20,0,-71.72179814195387,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
179,False,"{'a': 0.3, 'e': 0.8368678892362562}",30,0,-73.75827760464047,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
180,False,"{'a': 0.3, 'e': 0.83603102134702}",25,0,-103.34357960680303,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
181,False,"{'a': 0.3, 'e': 0.8351949903256729}",20,0,-103.14291135602991,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
182,False,"{'a': 0.3, 'e': 0.8343597953353473}",20,0,-102.77270916719075,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
183,False,"{'a': 0.3, 'e': 0.8335254355400119}",25,7,-16.226141567870705,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.832691910104472}",35,15,-9.169145881201205,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
